Value,Time,Label,TrackID,ID,Embryo.Id,TE.ICM,Identity,SpotID,UniqueID,Mitosis,MtUniqueID,X,Y,Z,TimeM,Cell_number,Stage
0.907318,4,Daughter1;ICM;Mitosis;PrE,1000000028,147,082219_p2_E375,ICM,PrE,082219_p2_E375_147,082219_p2_E3751000000028,Daughter1,082219_p2_E3751000000028Daughter1,-2165.46,-3990.42,943.565,15,83,64_128
0.797453,4,Daughter2;ICM;Mitosis;PrE,1000000028,148,082219_p2_E375,ICM,PrE,082219_p2_E375_148,082219_p2_E3751000000028,Daughter2,082219_p2_E3751000000028Daughter2,-2170.66,-4003.98,932.388,15,83,64_128
0.751329,4,Mitosis;TE_Mural,1000000029,149,082219_p2_E375,TE,Mural TE,082219_p2_E375_149,082219_p2_E3751000000029,Parent,082219_p2_E3751000000029Parent,-2204.16,-4036.45,931.519,15,83,64_128
1.45873,4,TE_Polar,1000000030,150,082219_p2_E375,TE,Polar TE,082219_p2_E375_150,082219_p2_E3751000000030,Parent,082219_p2_E3751000000030Parent,-2179.7,-3977.78,943.534,15,83,64_128
1.34881,4,ICM;PrE,1000000031,151,082219_p2_E375,ICM,PrE,082219_p2_E375_151,082219_p2_E3751000000031,Parent,082219_p2_E3751000000031Parent,-2153.23,-3983.18,967.409,15,83,64_128
1.11377,4,Bad Segmentation;ICM;PrE,1000000032,152,082219_p2_E375,ICM,PrE,082219_p2_E375_152,082219_p2_E3751000000032,Parent,082219_p2_E3751000000032Parent,-2166.8,-3983.87,968.076,15,83,64_128
1.5207,5,TE_Polar,1000000000,154,082219_p2_E375,TE,Polar TE,082219_p2_E375_154,082219_p2_E3751000000000,Parent,082219_p2_E3751000000000Parent,-2181.52,-3999.09,926.385,20,83,64_128
1.07445,5,TE_Mural,1000000001,155,082219_p2_E375,TE,Mural TE,082219_p2_E375_155,082219_p2_E3751000000001,Parent,082219_p2_E3751000000001Parent,-2174.26,-4015.39,925.493,20,83,64_128
0.582502,5,TE_Mural,1000000002,156,082219_p2_E375,TE,Mural TE,082219_p2_E375_156,082219_p2_E3751000000002,Parent,082219_p2_E3751000000002Parent,-2165.4,-4024.26,930.335,20,83,64_128
0.756911,5,TE_Mural,1000000003,157,082219_p2_E375,TE,Mural TE,082219_p2_E375_157,082219_p2_E3751000000003,Parent,082219_p2_E3751000000003Parent,-2151.29,-4021.78,944.173,20,83,64_128
1.53356,5,TE_Polar,1000000004,158,082219_p2_E375,TE,Polar TE,082219_p2_E375_158,082219_p2_E3751000000004,Parent,082219_p2_E3751000000004Parent,-2155.44,-4009.39,937.549,20,83,64_128
0.408986,5,TE_Mural,1000000005,159,082219_p2_E375,TE,Mural TE,082219_p2_E375_159,082219_p2_E3751000000005,Parent,082219_p2_E3751000000005Parent,-2166.4,-4044.48,941.513,20,83,64_128
0.454913,5,TE_Mural,1000000006,160,082219_p2_E375,TE,Mural TE,082219_p2_E375_160,082219_p2_E3751000000006,Parent,082219_p2_E3751000000006Parent,-2174.34,-4056.06,949.565,20,83,64_128
0.566588,5,TE_Mural,1000000007,161,082219_p2_E375,TE,Mural TE,082219_p2_E375_161,082219_p2_E3751000000007,Parent,082219_p2_E3751000000007Parent,-2157.48,-4046.69,954.04,20,83,64_128
0.450799,5,TE_Mural,1000000008,163,082219_p2_E375,TE,Mural TE,082219_p2_E375_163,082219_p2_E3751000000008,Parent,082219_p2_E3751000000008Parent,-2196.68,-4060.01,952.076,20,83,64_128
0.492378,5,TE_Mural,1000000009,164,082219_p2_E375,TE,Mural TE,082219_p2_E375_164,082219_p2_E3751000000009,Parent,082219_p2_E3751000000009Parent,-2184.61,-4061.36,957.605,20,83,64_128
0.739087,5,TE_Mural,1000000010,165,082219_p2_E375,TE,Mural TE,082219_p2_E375_165,082219_p2_E3751000000010,Parent,082219_p2_E3751000000010Parent,-2227,-4002.13,947.35,20,83,64_128
0.655919,5,TE_Mural,1000000011,166,082219_p2_E375,TE,Mural TE,082219_p2_E375_166,082219_p2_E3751000000011,Parent,082219_p2_E3751000000011Parent,-2214.67,-3988.56,942.827,20,83,64_128
0.823321,5,TE_Mural,1000000012,167,082219_p2_E375,TE,Mural TE,082219_p2_E375_167,082219_p2_E3751000000012,Parent,082219_p2_E3751000000012Parent,-2182.08,-4039.77,931.499,20,83,64_128
0.72416,5,TE_Mural,1000000013,168,082219_p2_E375,TE,Mural TE,082219_p2_E375_168,082219_p2_E3751000000013,Parent,082219_p2_E3751000000013Parent,-2231.04,-4035.81,953.565,20,83,64_128
1.72118,5,TE_Mural,1000000014,169,082219_p2_E375,TE,Mural TE,082219_p2_E375_169,082219_p2_E3751000000014,Parent,082219_p2_E3751000000014Parent,-2195.38,-3980.82,939.581,20,83,64_128
0.733534,5,TE_Mural,1000000015,170,082219_p2_E375,TE,Mural TE,082219_p2_E375_170,082219_p2_E3751000000015,Parent,082219_p2_E3751000000015Parent,-2227.4,-4021.05,944.293,20,83,64_128
0.71627,5,Mitosis;TE_Mural,1000000016,171,082219_p2_E375,TE,Mural TE,082219_p2_E375_171,082219_p2_E3751000000016,Parent,082219_p2_E3751000000016Parent,-2205.23,-4014.59,926.654,20,83,64_128
1.51469,5,TE_Polar,1000000017,172,082219_p2_E375,TE,Polar TE,082219_p2_E375_172,082219_p2_E3751000000017,Parent,082219_p2_E3751000000017Parent,-2151.29,-3969.54,968.034,20,83,64_128
1.51617,5,TE_Polar,1000000018,173,082219_p2_E375,TE,Polar TE,082219_p2_E375_173,082219_p2_E3751000000018,Parent,082219_p2_E3751000000018Parent,-2140.26,-4007.11,967.253,20,83,64_128
1.29841,5,EPI;ICM,1000000019,174,082219_p2_E375,ICM,EPI,082219_p2_E375_174,082219_p2_E3751000000019,Parent,082219_p2_E3751000000019Parent,-2153.8,-3999.06,945.565,20,83,64_128
1.31796,5,EPI;ICM,1000000020,175,082219_p2_E375,ICM,EPI,082219_p2_E375_175,082219_p2_E3751000000020,Parent,082219_p2_E3751000000020Parent,-2168.91,-3980.27,948.034,20,83,64_128
1.85403,5,TE_Polar,1000000021,176,082219_p2_E375,TE,Polar TE,082219_p2_E375_176,082219_p2_E3751000000021,Parent,082219_p2_E3751000000021Parent,-2155.14,-3985.53,940.925,20,83,64_128
1.50951,5,EPI;ICM,1000000023,179,082219_p2_E375,ICM,EPI,082219_p2_E375_179,082219_p2_E3751000000023,Parent,082219_p2_E3751000000023Parent,-2145.75,-3991.85,970.797,20,83,64_128
1.80348,5,ICM;PrE,1000000024,180,082219_p2_E375,ICM,PrE,082219_p2_E375_180,082219_p2_E3751000000024,Parent,082219_p2_E3751000000024Parent,-2147.69,-4000.11,957.873,20,83,64_128
1.54145,5,EPI;ICM,1000000025,181,082219_p2_E375,ICM,EPI,082219_p2_E375_181,082219_p2_E3751000000025,Parent,082219_p2_E3751000000025Parent,-2155.44,-3978.09,959.814,20,83,64_128
0.504362,5,TE_Mural,1000000026,182,082219_p2_E375,TE,Mural TE,082219_p2_E375_182,082219_p2_E3751000000026,Parent,082219_p2_E3751000000026Parent,-2213.01,-4057.3,955.917,20,83,64_128
1.92546,5,ICM;PrE,1000000027,185,082219_p2_E375,ICM,PrE,082219_p2_E375_185,082219_p2_E3751000000027,Parent,082219_p2_E3751000000027Parent,-2156.27,-3990.34,958.515,20,83,64_128
0.875104,5,Daughter1;ICM;Mitosis;PrE,1000000028,186,082219_p2_E375,ICM,PrE,082219_p2_E375_186,082219_p2_E3751000000028,Daughter1,082219_p2_E3751000000028Daughter1,-2163.22,-3990.15,945.565,20,83,64_128
0.741348,5,Daughter2;ICM;Mitosis;PrE,1000000028,187,082219_p2_E375,ICM,PrE,082219_p2_E375_187,082219_p2_E3751000000028,Daughter2,082219_p2_E3751000000028Daughter2,-2169,-4002.75,932.505,20,83,64_128
0.719466,5,Daughter1;Mitosis;TE_Mural,1000000029,188,082219_p2_E375,TE,Mural TE,082219_p2_E375_188,082219_p2_E3751000000029,Daughter1,082219_p2_E3751000000029Daughter1,-2209.11,-4033.41,932.746,20,83,64_128
0.75217,5,Daughter2;Mitosis;TE_Mural,1000000029,189,082219_p2_E375,TE,Mural TE,082219_p2_E375_189,082219_p2_E3751000000029,Daughter2,082219_p2_E3751000000029Daughter2,-2198.23,-4038.67,931.772,20,83,64_128
1.57922,5,TE_Polar,1000000030,190,082219_p2_E375,TE,Polar TE,082219_p2_E375_190,082219_p2_E3751000000030,Parent,082219_p2_E3751000000030Parent,-2178.37,-3976.67,944.531,20,83,64_128
1.19506,5,ICM;PrE,1000000031,191,082219_p2_E375,ICM,PrE,082219_p2_E375_191,082219_p2_E3751000000031,Parent,082219_p2_E3751000000031Parent,-2151.84,-3981.66,968.796,20,83,64_128
1.21259,5,Bad Segmentation;ICM;PrE,1000000032,192,082219_p2_E375,ICM,PrE,082219_p2_E375_192,082219_p2_E3751000000032,Parent,082219_p2_E3751000000032Parent,-2164.62,-3983.04,970.448,20,83,64_128
1.44617,6,TE_Polar,1000000000,194,082219_p2_E375,TE,Polar TE,082219_p2_E375_194,082219_p2_E3751000000000,Parent,082219_p2_E3751000000000Parent,-2180.6,-3998.81,926.082,25,83,64_128
0.944216,6,TE_Mural,1000000001,195,082219_p2_E375,TE,Mural TE,082219_p2_E375_195,082219_p2_E3751000000001,Parent,082219_p2_E3751000000001Parent,-2173.98,-4015.17,924.553,25,83,64_128
0.583038,6,TE_Mural,1000000002,196,082219_p2_E375,TE,Mural TE,082219_p2_E375_196,082219_p2_E3751000000002,Parent,082219_p2_E3751000000002Parent,-2165.4,-4024,930.227,25,83,64_128
0.824832,6,TE_Mural,1000000003,197,082219_p2_E375,TE,Mural TE,082219_p2_E375_197,082219_p2_E3751000000003,Parent,082219_p2_E3751000000003Parent,-2149.91,-4020.19,943.513,25,83,64_128
1.51214,6,TE_Polar,1000000004,198,082219_p2_E375,TE,Polar TE,082219_p2_E375_198,082219_p2_E3751000000004,Parent,082219_p2_E3751000000004Parent,-2154.89,-4008.77,937.279,25,83,64_128
0.445976,6,TE_Mural,1000000005,199,082219_p2_E375,TE,Mural TE,082219_p2_E375_199,082219_p2_E3751000000005,Parent,082219_p2_E3751000000005Parent,-2163.97,-4044.2,941.769,25,83,64_128
0.441608,6,TE_Mural,1000000006,200,082219_p2_E375,TE,Mural TE,082219_p2_E375_200,082219_p2_E3751000000006,Parent,082219_p2_E3751000000006Parent,-2173.43,-4056.64,947.565,25,83,64_128
0.575308,6,TE_Mural,1000000007,201,082219_p2_E375,TE,Mural TE,082219_p2_E375_201,082219_p2_E3751000000007,Parent,082219_p2_E3751000000007Parent,-2156.06,-4046.69,954.486,25,83,64_128
0.459529,6,TE_Mural,1000000008,203,082219_p2_E375,TE,Mural TE,082219_p2_E375_203,082219_p2_E3751000000008,Parent,082219_p2_E3751000000008Parent,-2194.51,-4059.77,951.565,25,83,64_128
0.51201,6,TE_Mural,1000000009,204,082219_p2_E375,TE,Mural TE,082219_p2_E375_204,082219_p2_E3751000000009,Parent,082219_p2_E3751000000009Parent,-2183.84,-4062.1,955.565,25,83,64_128
0.782238,6,TE_Mural,1000000010,205,082219_p2_E375,TE,Mural TE,082219_p2_E375_205,082219_p2_E3751000000010,Parent,082219_p2_E3751000000010Parent,-2226.02,-4001.3,946.314,25,83,64_128
0.687794,6,TE_Mural,1000000011,206,082219_p2_E375,TE,Mural TE,082219_p2_E375_206,082219_p2_E3751000000011,Parent,082219_p2_E3751000000011Parent,-2213.56,-3988.17,942.18,25,83,64_128
0.765682,6,TE_Mural,1000000012,207,082219_p2_E375,TE,Mural TE,082219_p2_E375_207,082219_p2_E3751000000012,Parent,082219_p2_E3751000000012Parent,-2180.65,-4040.33,931.513,25,83,64_128
0.790423,6,TE_Mural,1000000013,208,082219_p2_E375,TE,Mural TE,082219_p2_E375_208,082219_p2_E3751000000013,Parent,082219_p2_E3751000000013Parent,-2229.05,-4035.28,951.565,25,83,64_128
0.725205,6,TE_Mural,1000000014,209,082219_p2_E375,TE,Mural TE,082219_p2_E375_209,082219_p2_E3751000000014,Parent,082219_p2_E3751000000014Parent,-2194.57,-3979.72,941.688,25,83,64_128
0.750357,6,TE_Mural,1000000015,210,082219_p2_E375,TE,Mural TE,082219_p2_E375_210,082219_p2_E3751000000015,Parent,082219_p2_E3751000000015Parent,-2227.12,-4020.6,942.981,25,83,64_128
0.743585,6,Mitosis;TE_Mural,1000000016,211,082219_p2_E375,TE,Mural TE,082219_p2_E375_211,082219_p2_E3751000000016,Parent,082219_p2_E3751000000016Parent,-2204.09,-4016.25,926.587,25,83,64_128
1.73924,6,TE_Polar,1000000017,212,082219_p2_E375,TE,Polar TE,082219_p2_E375_212,082219_p2_E3751000000017,Parent,082219_p2_E3751000000017Parent,-2149.91,-3969.73,967.388,25,83,64_128
1.62352,6,TE_Polar,1000000018,213,082219_p2_E375,TE,Polar TE,082219_p2_E375_213,082219_p2_E3751000000018,Parent,082219_p2_E3751000000018Parent,-2139.01,-4007.39,966.949,25,83,64_128
1.34113,6,EPI;ICM,1000000019,214,082219_p2_E375,ICM,EPI,082219_p2_E375_214,082219_p2_E3751000000019,Parent,082219_p2_E3751000000019Parent,-2153.18,-3998.13,945.565,25,83,64_128
1.37903,6,EPI;ICM,1000000020,215,082219_p2_E375,ICM,EPI,082219_p2_E375_215,082219_p2_E3751000000020,Parent,082219_p2_E3751000000020Parent,-2167.36,-3980.27,948.514,25,83,64_128
1.9563,6,TE_Polar,1000000021,216,082219_p2_E375,TE,Polar TE,082219_p2_E375_216,082219_p2_E3751000000021,Parent,082219_p2_E3751000000021Parent,-2154.14,-3985.53,940.968,25,83,64_128
1.4477,6,EPI;ICM,1000000023,219,082219_p2_E375,ICM,EPI,082219_p2_E375_219,082219_p2_E3751000000023,Parent,082219_p2_E3751000000023Parent,-2142.99,-3991.6,970.161,25,83,64_128
1.87631,6,ICM;PrE,1000000024,220,082219_p2_E375,ICM,PrE,082219_p2_E375_220,082219_p2_E3751000000024,Parent,082219_p2_E3751000000024Parent,-2145.75,-4000.15,958.767,25,83,64_128
1.73342,6,EPI;ICM,1000000025,221,082219_p2_E375,ICM,EPI,082219_p2_E375_221,082219_p2_E3751000000025,Parent,082219_p2_E3751000000025Parent,-2153.78,-3978.65,959.97,25,83,64_128
0.493908,6,TE_Mural,1000000026,222,082219_p2_E375,TE,Mural TE,082219_p2_E375_222,082219_p2_E3751000000026,Parent,082219_p2_E3751000000026Parent,-2211.9,-4056.38,953.797,25,83,64_128
1.87538,6,ICM;PrE,1000000027,225,082219_p2_E375,ICM,PrE,082219_p2_E375_225,082219_p2_E3751000000027,Parent,082219_p2_E3751000000027Parent,-2155.16,-3991.72,959.175,25,83,64_128
1.0351,6,Daughter1;ICM;Mitosis;PrE,1000000028,226,082219_p2_E375,ICM,PrE,082219_p2_E375_226,082219_p2_E3751000000028,Daughter1,082219_p2_E3751000000028Daughter1,-2160.7,-3989.55,951.417,25,83,64_128
0.756499,6,Daughter2;ICM;Mitosis;PrE,1000000028,227,082219_p2_E375,ICM,PrE,082219_p2_E375_227,082219_p2_E3751000000028,Daughter2,082219_p2_E3751000000028Daughter2,-2166.79,-4001.61,932.975,25,83,64_128
0.659651,6,Daughter1;Mitosis;TE_Mural,1000000029,228,082219_p2_E375,TE,Mural TE,082219_p2_E375_228,082219_p2_E3751000000029,Daughter1,082219_p2_E3751000000029Daughter1,-2209.91,-4031.47,933.009,25,83,64_128
0.649282,6,Daughter2;Mitosis;TE_Mural,1000000029,229,082219_p2_E375,TE,Mural TE,082219_p2_E375_229,082219_p2_E3751000000029,Daughter2,082219_p2_E3751000000029Daughter2,-2193.08,-4040.05,931.052,25,83,64_128
1.2191,6,TE_Polar,1000000030,230,082219_p2_E375,TE,Polar TE,082219_p2_E375_230,082219_p2_E3751000000030,Parent,082219_p2_E3751000000030Parent,-2177.17,-3976.67,944.802,25,83,64_128
1.48562,6,ICM;PrE,1000000031,231,082219_p2_E375,ICM,PrE,082219_p2_E375_231,082219_p2_E3751000000031,Parent,082219_p2_E3751000000031Parent,-2149.63,-3981.95,971,25,83,64_128
1.16525,6,Bad Segmentation;ICM;PrE,1000000032,232,082219_p2_E375,ICM,PrE,082219_p2_E375_232,082219_p2_E3751000000032,Parent,082219_p2_E3751000000032Parent,-2162.97,-3982.76,970,25,83,64_128
1.44139,7,TE_Polar,1000000000,234,082219_p2_E375,TE,Polar TE,082219_p2_E375_234,082219_p2_E3751000000000,Parent,082219_p2_E3751000000000Parent,-2179.88,-3998.26,926.984,30,83,64_128
0.920084,7,TE_Mural,1000000001,235,082219_p2_E375,TE,Mural TE,082219_p2_E375_235,082219_p2_E3751000000001,Parent,082219_p2_E3751000000001Parent,-2172.88,-4016.02,925.337,30,83,64_128
0.660187,7,TE_Mural,1000000002,236,082219_p2_E375,TE,Mural TE,082219_p2_E375_236,082219_p2_E3751000000002,Parent,082219_p2_E3751000000002Parent,-2165.4,-4024,930.227,30,83,64_128
0.884538,7,TE_Mural,1000000003,237,082219_p2_E375,TE,Mural TE,082219_p2_E375_237,082219_p2_E3751000000003,Parent,082219_p2_E3751000000003Parent,-2149.91,-4018.94,943.72,30,83,64_128
1.47173,7,TE_Polar,1000000004,238,082219_p2_E375,TE,Polar TE,082219_p2_E375_238,082219_p2_E3751000000004,Parent,082219_p2_E3751000000004Parent,-2154.33,-4008.8,937.227,30,83,64_128
0.419148,7,TE_Mural,1000000005,239,082219_p2_E375,TE,Mural TE,082219_p2_E375_239,082219_p2_E3751000000005,Parent,082219_p2_E3751000000005Parent,-2164.06,-4044.2,942.156,30,83,64_128
0.422547,7,TE_Mural,1000000006,240,082219_p2_E375,TE,Mural TE,082219_p2_E375_240,082219_p2_E3751000000006,Parent,082219_p2_E3751000000006Parent,-2174.18,-4056.65,951.96,30,83,64_128
0.56921,7,TE_Mural,1000000007,241,082219_p2_E375,TE,Mural TE,082219_p2_E375_241,082219_p2_E3751000000007,Parent,082219_p2_E3751000000007Parent,-2154.89,-4046.4,956.313,30,83,64_128
0.486217,7,TE_Mural,1000000008,243,082219_p2_E375,TE,Mural TE,082219_p2_E375_243,082219_p2_E3751000000008,Parent,082219_p2_E3751000000008Parent,-2195.45,-4058.47,951.565,30,83,64_128
0.493404,7,TE_Mural,1000000009,244,082219_p2_E375,TE,Mural TE,082219_p2_E375_244,082219_p2_E3751000000009,Parent,082219_p2_E3751000000009Parent,-2185.1,-4061.08,959.166,30,83,64_128
0.68484,7,TE_Mural,1000000010,245,082219_p2_E375,TE,Mural TE,082219_p2_E375_245,082219_p2_E3751000000010,Parent,082219_p2_E3751000000010Parent,-2224.91,-3999.53,946.064,30,83,64_128
0.636526,7,TE_Mural,1000000011,246,082219_p2_E375,TE,Mural TE,082219_p2_E375_246,082219_p2_E3751000000011,Parent,082219_p2_E3751000000011Parent,-2210.62,-3985.53,941.633,30,83,64_128
0.764056,7,TE_Mural,1000000012,247,082219_p2_E375,TE,Mural TE,082219_p2_E375_247,082219_p2_E3751000000012,Parent,082219_p2_E3751000000012Parent,-2180.35,-4040.6,932.193,30,83,64_128
0.781521,7,TE_Mural,1000000013,248,082219_p2_E375,TE,Mural TE,082219_p2_E375_248,082219_p2_E3751000000013,Parent,082219_p2_E3751000000013Parent,-2231.55,-4032.28,955.055,30,83,64_128
0.573631,7,Mitosis;TE_Mural,1000000014,249,082219_p2_E375,TE,Mural TE,082219_p2_E375_249,082219_p2_E3751000000014,Parent,082219_p2_E3751000000014Parent,-2193.19,-3979.99,941.415,30,83,64_128
0.731457,7,TE_Mural,1000000015,250,082219_p2_E375,TE,Mural TE,082219_p2_E375_250,082219_p2_E3751000000015,Parent,082219_p2_E3751000000015Parent,-2226.01,-4017.07,941.591,30,83,64_128
0.996419,7,Mitosis;TE_Mural,1000000016,251,082219_p2_E375,TE,Mural TE,082219_p2_E375_251,082219_p2_E3751000000016,Parent,082219_p2_E3751000000016Parent,-2201.47,-4015.69,926.269,30,83,64_128
1.88075,7,TE_Polar,1000000017,252,082219_p2_E375,TE,Polar TE,082219_p2_E375_252,082219_p2_E3751000000017,Parent,082219_p2_E3751000000017Parent,-2146.31,-3970.32,965.051,30,83,64_128
1.66842,7,TE_Polar,1000000018,253,082219_p2_E375,TE,Polar TE,082219_p2_E375_253,082219_p2_E3751000000018,Parent,082219_p2_E3751000000018Parent,-2137.66,-4008.5,966.166,30,83,64_128
1.41829,7,EPI;ICM,1000000019,254,082219_p2_E375,ICM,EPI,082219_p2_E375_254,082219_p2_E3751000000019,Parent,082219_p2_E3751000000019Parent,-2153.02,-3999.37,946.748,30,83,64_128
1.42073,7,EPI;ICM,1000000020,255,082219_p2_E375,ICM,EPI,082219_p2_E375_255,082219_p2_E3751000000020,Parent,082219_p2_E3751000000020Parent,-2166.2,-3979.72,947.439,30,83,64_128
0.699085,7,Mitosis;TE_Polar,1000000021,256,082219_p2_E375,TE,Polar TE,082219_p2_E375_256,082219_p2_E3751000000021,Parent,082219_p2_E3751000000021Parent,-2150.46,-3987.99,943.524,30,83,64_128
1.58507,7,EPI;ICM,1000000023,259,082219_p2_E375,ICM,EPI,082219_p2_E375_259,082219_p2_E3751000000023,Parent,082219_p2_E3751000000023Parent,-2141.05,-3991.58,970.928,30,83,64_128
1.83806,7,ICM;PrE,1000000024,260,082219_p2_E375,ICM,PrE,082219_p2_E375_260,082219_p2_E3751000000024,Parent,082219_p2_E3751000000024Parent,-2144.09,-4000.86,959.001,30,83,64_128
1.88507,7,EPI;ICM,1000000025,261,082219_p2_E375,ICM,EPI,082219_p2_E375_261,082219_p2_E3751000000025,Parent,082219_p2_E3751000000025Parent,-2151.84,-3978.01,959.715,30,83,64_128
0.485152,7,TE_Mural,1000000026,262,082219_p2_E375,TE,Mural TE,082219_p2_E375_262,082219_p2_E3751000000026,Parent,082219_p2_E3751000000026Parent,-2212.73,-4053.24,954.132,30,83,64_128
1.91182,7,ICM;PrE,1000000027,265,082219_p2_E375,ICM,PrE,082219_p2_E375_265,082219_p2_E3751000000027,Parent,082219_p2_E3751000000027Parent,-2153.78,-3991.67,959.055,30,83,64_128
1.0009,7,Daughter1;ICM;PrE,1000000028,266,082219_p2_E375,ICM,PrE,082219_p2_E375_266,082219_p2_E3751000000028,Daughter1,082219_p2_E3751000000028Daughter1,-2160.38,-3990.23,947.807,30,83,64_128
0.74224,7,Daughter2;ICM;PrE,1000000028,267,082219_p2_E375,ICM,PrE,082219_p2_E375_267,082219_p2_E3751000000028,Daughter2,082219_p2_E3751000000028Daughter2,-2166.9,-4001.3,932.738,30,83,64_128
0.823833,7,Daughter1;Mitosis;TE_Mural,1000000029,268,082219_p2_E375,TE,Mural TE,082219_p2_E375_268,082219_p2_E3751000000029,Daughter1,082219_p2_E3751000000029Daughter1,-2210.61,-4028.15,931.99,30,83,64_128
0.758882,7,Daughter2;Mitosis;TE_Mural,1000000029,269,082219_p2_E375,TE,Mural TE,082219_p2_E375_269,082219_p2_E3751000000029,Daughter2,082219_p2_E3751000000029Daughter2,-2192.31,-4040.05,932.706,30,83,64_128
1.11094,7,TE_Polar,1000000030,270,082219_p2_E375,TE,Polar TE,082219_p2_E375_270,082219_p2_E3751000000030,Parent,082219_p2_E3751000000030Parent,-2174.48,-3977.78,942.991,30,83,64_128
1.41514,7,ICM;PrE,1000000031,271,082219_p2_E375,ICM,PrE,082219_p2_E375_271,082219_p2_E3751000000031,Parent,082219_p2_E3751000000031Parent,-2147.14,-3982.61,969.161,30,83,64_128
1.28143,7,Bad Segmentation;ICM;PrE,1000000032,272,082219_p2_E375,ICM,PrE,082219_p2_E375_272,082219_p2_E3751000000032,Parent,082219_p2_E3751000000032Parent,-2160.92,-3981.93,967.809,30,83,64_128
1.38306,8,TE_Polar,1000000000,274,082219_p2_E375,TE,Polar TE,082219_p2_E375_274,082219_p2_E3751000000000,Parent,082219_p2_E3751000000000Parent,-2179.72,-3997.43,926.409,35,83,64_128
0.90795,8,TE_Mural,1000000001,275,082219_p2_E375,TE,Mural TE,082219_p2_E375_275,082219_p2_E3751000000001,Parent,082219_p2_E3751000000001Parent,-2172.6,-4016.38,925.623,35,83,64_128
0.630264,8,TE_Mural,1000000002,276,082219_p2_E375,TE,Mural TE,082219_p2_E375_276,082219_p2_E3751000000002,Parent,082219_p2_E3751000000002Parent,-2163.47,-4023.61,930.695,35,83,64_128
0.821356,8,TE_Mural,1000000003,277,082219_p2_E375,TE,Mural TE,082219_p2_E375_277,082219_p2_E3751000000003,Parent,082219_p2_E3751000000003Parent,-2149.35,-4018.01,944.066,35,83,64_128
1.59954,8,TE_Polar,1000000004,278,082219_p2_E375,TE,Polar TE,082219_p2_E375_278,082219_p2_E3751000000004,Parent,082219_p2_E3751000000004Parent,-2153.78,-4009.18,936.023,35,83,64_128
0.418534,8,TE_Mural,1000000005,279,082219_p2_E375,TE,Mural TE,082219_p2_E375_279,082219_p2_E3751000000005,Parent,082219_p2_E3751000000005Parent,-2163.49,-4044.48,943.673,35,83,64_128
0.409762,8,TE_Mural,1000000006,280,082219_p2_E375,TE,Mural TE,082219_p2_E375_280,082219_p2_E3751000000006,Parent,082219_p2_E3751000000006Parent,-2173.04,-4055.86,951.565,35,83,64_128
0.611869,8,TE_Mural,1000000007,281,082219_p2_E375,TE,Mural TE,082219_p2_E375_281,082219_p2_E3751000000007,Parent,082219_p2_E3751000000007Parent,-2154.61,-4045.72,957.375,35,83,64_128
0.519477,8,TE_Mural,1000000008,283,082219_p2_E375,TE,Mural TE,082219_p2_E375_283,082219_p2_E3751000000008,Parent,082219_p2_E3751000000008Parent,-2195.57,-4057.9,952.658,35,83,64_128
0.519175,8,TE_Mural,1000000009,284,082219_p2_E375,TE,Mural TE,082219_p2_E375_284,082219_p2_E3751000000009,Parent,082219_p2_E3751000000009Parent,-2183.7,-4060.25,961.66,35,83,64_128
0.656144,8,TE_Mural,1000000010,285,082219_p2_E375,TE,Mural TE,082219_p2_E375_285,082219_p2_E3751000000010,Parent,082219_p2_E3751000000010Parent,-2223.87,-3997.98,944.708,35,83,64_128
0.62823,8,TE_Mural,1000000011,286,082219_p2_E375,TE,Mural TE,082219_p2_E375_286,082219_p2_E3751000000011,Parent,082219_p2_E3751000000011Parent,-2209.24,-3985.25,940.769,35,83,64_128
0.621037,8,TE_Mural,1000000012,287,082219_p2_E375,TE,Mural TE,082219_p2_E375_287,082219_p2_E3751000000012,Parent,082219_p2_E3751000000012Parent,-2180.52,-4041.71,934.208,35,83,64_128
0.823927,8,TE_Mural,1000000013,288,082219_p2_E375,TE,Mural TE,082219_p2_E375_288,082219_p2_E3751000000013,Parent,082219_p2_E3751000000013Parent,-2230.44,-4032.56,955.09,35,83,64_128
0.647366,8,Mitosis;TE_Mural,1000000014,289,082219_p2_E375,TE,Mural TE,082219_p2_E375_289,082219_p2_E3751000000014,Parent,082219_p2_E3751000000014Parent,-2192.56,-3980.82,940.337,35,83,64_128
0.720296,8,TE_Mural,1000000015,290,082219_p2_E375,TE,Mural TE,082219_p2_E375_290,082219_p2_E3751000000015,Parent,082219_p2_E3751000000015Parent,-2225.18,-4014.9,941.93,35,83,64_128
0.286555,8,Mitosis;TE_Mural,1000000016,291,082219_p2_E375,TE,Mural TE,082219_p2_E375_291,082219_p2_E3751000000016,Parent,082219_p2_E3751000000016Parent,-2201.86,-4015.69,927.274,35,83,64_128
1.81219,8,TE_Polar,1000000017,292,082219_p2_E375,TE,Polar TE,082219_p2_E375_292,082219_p2_E3751000000017,Parent,082219_p2_E3751000000017Parent,-2146.03,-3969.62,963.008,35,83,64_128
1.45356,8,TE_Polar,1000000018,293,082219_p2_E375,TE,Polar TE,082219_p2_E375_293,082219_p2_E3751000000018,Parent,082219_p2_E3751000000018Parent,-2137.21,-4006.28,966.278,35,83,64_128
